"";"Kingdom";"Phylum";"Class";"Order";"Lineage";"Clade";"Tribe"
"Otu04291";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04292";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04293";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04294";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04295";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04296";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04297";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04298";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04299";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04300";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04301";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04302";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04303";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04304";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04305";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu04306";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04307";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu04308";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04309";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04310";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-A";"Janb"
"Otu04311";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04312";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04313";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04314";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04315";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04316";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04317";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04318";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04319";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04320";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04321";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"Flavobacteriales_unclassified";"Flavobacteriales_unclassified";"Flavobacteriales_unclassified"
"Otu04322";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A1"
"Otu04323";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04324";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A2"
"Otu04325";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04326";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A3"
"Otu04327";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A1"
"Otu04328";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04329";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04330";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04331";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A2"
"Otu04332";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A2"
"Otu04333";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"Flavobacteriales_unclassified";"Flavobacteriales_unclassified";"Flavobacteriales_unclassified"
"Otu04334";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A3"
"Otu04335";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A1"
"Otu04336";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betII";"Pnec:PnecA";"Pnec:PnecA_unclassified"
"Otu04337";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04338";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04339";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04340";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04341";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04342";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04343";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04344";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04345";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04346";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04347";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04348";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04349";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04350";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04351";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04352";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04353";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04354";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"";""
"Otu04355";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A1"
"Otu04356";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04357";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04358";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04359";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04360";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04361";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04362";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04363";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04364";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04365";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04366";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04367";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04368";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04369";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04370";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu04371";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04372";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04373";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04374";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04375";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04376";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04377";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04378";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04379";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04380";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04381";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04382";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04383";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04384";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04385";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04386";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04387";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04388";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04389";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04390";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04391";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04392";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04393";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04394";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04395";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04396";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04397";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04398";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04399";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04400";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04401";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04402";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04403";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04404";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04405";"Bacteria";"Actinobacteria";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus";""
"Otu04406";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04407";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu04408";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04409";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04410";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04411";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04412";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu04413";"Bacteria";"Actinobacteria";"Actinobacteria";"Frankiales";"Nakamurellaceae";"Nakamurella";""
"Otu04414";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04415";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04416";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu04417";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu04418";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04419";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"bacII-A_unclassified"
"Otu04420";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"bacII";"bacII-A";"Flavo-A3"
"Otu04421";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04422";"Bacteria";"Chlorobi";"Chlorobia";"Chlorobiales";"SJA-28";"";""
"Otu04423";"Bacteria";"Chlorobi";"Chlorobia";"Chlorobiales";"SJA-28";"";""
"Otu04424";"Bacteria";"Chlorobi";"Chlorobia";"Chlorobiales";"SJA-28";"";""
"Otu04425";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04426";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04427";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04428";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04429";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04430";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04431";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04432";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04433";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04434";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04435";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04436";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu04437";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04438";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04439";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04440";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04441";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04442";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04443";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04444";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04445";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04446";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04447";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04448";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04449";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04450";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04451";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04452";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04453";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04454";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04455";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04456";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04457";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04458";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04459";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04460";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04461";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04462";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04463";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04464";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04465";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04466";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04467";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04468";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04469";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04470";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04471";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04472";"Bacteria";"Proteobacteria";"Betaproteobacteria";"TRA3-20";"TRA3-20_unclassified";"";""
"Otu04473";"Bacteria";"Proteobacteria";"Betaproteobacteria";"TRA3-20";"TRA3-20_unclassified";"";""
"Otu04474";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04475";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04476";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04477";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04478";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04479";"Bacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu04480";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04481";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04482";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu04483";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betII";"Pnec:PnecA";"Pnec:PnecA_unclassified"
"Otu04484";"Bacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu04485";"Bacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu04486";"Bacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu04487";"Bacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu04488";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04489";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04490";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04491";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04492";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04493";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04494";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04495";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04496";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04497";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu04498";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
