"";"Kingdom";"Phylum";"Class";"Order";"Lineage";"Clade";"Tribe"
"Otu10790";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10791";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10792";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10793";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV_unclassified";"gamV_unclassified"
"Otu10794";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10795";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10796";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10797";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10798";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10799";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10800";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10801";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10802";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10803";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10804";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10805";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10806";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10807";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10808";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10809";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10810";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10811";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10812";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10813";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10814";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-A";"betVII-A_unclassified"
"Otu10815";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10816";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10817";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10818";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"";""
"Otu10819";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10820";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10821";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10822";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10823";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10824";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10825";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10826";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10827";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10828";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10829";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10830";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10831";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10832";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10833";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10834";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10835";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10836";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10837";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10838";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10839";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10840";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10841";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10842";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10843";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10844";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10845";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10846";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10847";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10848";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10849";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10850";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10851";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10852";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10853";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10854";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10855";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10856";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10857";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10858";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10859";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10860";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10861";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10862";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10863";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10864";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_Incertae_Sedis";"Steroidobacter";""
"Otu10865";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas";""
"Otu10866";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10867";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10868";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10869";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10870";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10871";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10872";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Rhodanobacter";""
"Otu10873";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10874";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10875";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10876";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10877";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Solimonadaceae";"";""
"Otu10878";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10879";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10880";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10881";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10882";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10883";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10884";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10885";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10886";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10887";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_Incertae_Sedis";"Acidibacter";""
"Otu10888";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10889";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10890";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10891";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10892";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10893";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10894";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"";""
"Otu10895";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10896";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10897";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV_unclassified";"gamV_unclassified"
"Otu10898";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10899";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10900";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10901";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10902";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10903";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10904";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10905";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10906";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10907";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"";""
"Otu10908";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10909";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10910";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Fulvimonas";""
"Otu10911";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10912";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10913";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"DB1-14";"DB1-14_unclassified";"";""
"Otu10914";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10915";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10916";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10917";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10918";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10919";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"";""
"Otu10920";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10921";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10922";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10923";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10924";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10925";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10926";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10927";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10928";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10929";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10930";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10931";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10932";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Solimonadaceae";"";""
"Otu10933";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10934";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10935";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10936";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_Incertae_Sedis";"Acidibacter";""
"Otu10937";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10938";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10939";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10940";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"";""
"Otu10941";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10942";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10943";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Solimonadaceae";"";""
"Otu10944";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10945";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10946";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10947";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10948";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10949";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10950";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10951";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10952";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10953";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10954";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10955";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10956";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10957";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10958";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10959";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10960";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"";""
